DRGDefinition,ProviderName,ProviderCity,ZipCode,RefRegion,Discharges ,AvgCoveredCharges,AvgTotPayments,AvgMedicarePayment
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,18,75067.16,23658.05,19578.11
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,301,51576.1,15634.83,11909.15
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,23,73359.56,20169.3,19388.78
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,51,51787.21,13001.86,11019.58
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,80,30861.35,8818.83,4965.63
536 - FRACTURES OF HIP & PELVIS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,11,19157.18,4907.81,4096.18
552 - MEDICAL BACK PROBLEMS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,13,17960.38,5481.92,4531.46
602 - CELLULITIS W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,15,22522.06,9496.73,8595.4
603 - CELLULITIS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,74,18305.32,5931,4658.36
638 - DIABETES W CC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,30,16799.4,5652.73,4724.83
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,42,23096.38,8495.14,6810.5
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,44,17058.45,5084.06,3545.54
682 - RENAL FAILURE W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,90,29722.45,10795.86,9712.34
683 - RENAL FAILURE W CC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,102,21347.35,7199.6,5886.74
684 - RENAL FAILURE W/O CC/MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,22,13609.81,5097.09,3269.45
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,36,21018.3,8653.33,6069.83
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,57,18514.17,5206.78,4319.28
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,58,28863.56,10025.56,9389.96
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,21,20573.19,9600.42,5523.19
811 - RED BLOOD CELL DISORDERS W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,19,17819.05,8561.52,7967.42
812 - RED BLOOD CELL DISORDERS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,36,22300.36,5430.77,4648.22
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,47,135901.06,41546.76,38300.61
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,27,147581.33,41348.14,40806.7
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,434,37866.93,13314.46,11520.55
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,161,22324.45,7994.49,6439.41
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,105,12768.24,4481.8,3595.34
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,37,45134,12665.45,9155.21
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,22,16684.81,4482.81,3163.95
948 - SIGNS & SYMPTOMS W/O MCC,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,EVERETT,98201,WA - Everett,18,18773.61,4618.16,3811.27
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,23,46271.82,8308.95,5394.17
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,32,39751.4,8575.53,6680.03
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,21,30114.9,7026.09,4274.04
069 - TRANSIENT ISCHEMIA,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,27,27659.55,5182.81,3913.7
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,13,24903.38,7455.3,5120.15
101 - SEIZURES W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,15,20037.06,5321.2,4575.06
149 - DYSEQUILIBRIUM,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,12,21898.5,4464.25,3437.25
176 - PULMONARY EMBOLISM W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,18,29318.11,7765.66,5999.66
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,11,40113.54,13230.9,12722.18
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,31,36402.9,10600.12,8559.29
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,12,36145.75,8950.75,8277.5
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,32,45933.25,8878.06,7928.93
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,47,26890.53,6665.89,5806.19
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,47,20660.95,5539.61,3656.23
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,22,41180.18,10198.68,9488.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,67,31367.94,7033.31,6245.91
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,28,21422.64,4947.03,4144.17
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,30,96516.2,21065.66,12359.36
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,24,95753.87,25604.75,17906.83
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,19,75545.31,23968.68,9461.57
253 - OTHER VASCULAR PROCEDURES W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,13,74340.92,18921.53,14777.76
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,21,67411.42,11266,10300.28
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,12,59712.08,14273.91,7920.25
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,12,41301.25,8016.5,7078.5
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,16,46613.68,10235.31,5588.37
291 - HEART FAILURE & SHOCK W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,34,46865.23,10284.61,9306.61
292 - HEART FAILURE & SHOCK W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,85,30032.88,7287.1,6324
293 - HEART FAILURE & SHOCK W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,44,19095.13,4758.63,4198.45
300 - PERIPHERAL VASCULAR DISORDERS W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,11,27984.72,6695.09,5874.72
305 - HYPERTENSION W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,14,17605.35,4287.14,3480.85
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,16,45614.25,8481,7985.75
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,36,24298.5,5995.86,4883.86
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,53,19667.58,4113.64,2961.41
312 - SYNCOPE & COLLAPSE,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,63,20250.5,5086.2,4056.28
313 - CHEST PAIN,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,89,19122.85,4027.31,2820.11
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,13,120130.53,18973.84,18107.84
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,24,37928.83,8821.7,8541.37
378 - G.I. HEMORRHAGE W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,45,32583.82,7841.6,5932.8
379 - G.I. HEMORRHAGE W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,22,23890.77,4944.9,4078.9
389 - G.I. OBSTRUCTION W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,21,30389.47,6460.85,5710.76
390 - G.I. OBSTRUCTION W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,18,28044.77,4665.66,3462.38
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,13,40258.53,8075,7296.23
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,104,24694.09,5212.9,3979.71
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,24,38359.95,12097.91,5908.7
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,17,161594.47,76356.41,24898.76
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,151,76709.98,16808.44,12013.85
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,30,74538,13088.66,12077.33
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,14,56298.07,10706.07,9576.35
491 - BACK & NECK PROC EXC SPINAL FUSION W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,21,38425.09,7014.19,5254.33
552 - MEDICAL BACK PROBLEMS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,26,24010.07,6417.53,4519.23
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,13,22349.69,5004.92,3969.84
603 - CELLULITIS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,47,25513.57,6803.51,4424.93
638 - DIABETES W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,19,22261.05,6203.42,4507.52
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,64,22666.03,4951.56,3912.85
682 - RENAL FAILURE W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,15,38345.46,10966.46,10213.93
683 - RENAL FAILURE W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,39,27697.33,6989.71,6102.02
684 - RENAL FAILURE W/O CC/MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,18,19188.55,4600.27,3849.16
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,25,37963.8,8100.28,7336.92
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,77,28172.7,5473.98,4624.28
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,11,19907.63,6986.09,6577.36
812 - RED BLOOD CELL DISORDERS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,40,23531.22,5791.82,4537.07
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,79,58956.3,13627.93,11894.44
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,25,38373.28,7822.28,7152.04
885 - PSYCHOSES,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,105,14829.54,6429.95,4991.04
897 - ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,12,32974.41,4827.08,3587.66
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,13,17889.23,4734.07,3423.38
948 - SIGNS & SYMPTOMS W/O MCC,ST FRANCIS COMMUNITY HOSPITAL,FEDERAL WAY,98003,WA - Seattle,30,22777.33,5914.33,3472.26
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,18,16016.44,6577.5,5581.94
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,31,42072.19,13088.12,12256.48
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,57,26531.91,7325.92,6243.01
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,33,22688.33,5440.24,3946.3
069 - TRANSIENT ISCHEMIA,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,46,19341.84,4978.8,3439.63
074 - CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,19,22390.26,5566.26,4977.21
149 - DYSEQUILIBRIUM,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,17,16992,4136.47,3348.7
176 - PULMONARY EMBOLISM W/O MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,24,26854.45,6928.25,6038.75
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,66,45584.24,15288.43,14152.75
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,74,24883.04,8915.89,8110.32
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,32,25270.56,8280.4,7493.96
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,42,27902.09,7691.78,6915.5
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,29,22603.06,6369.65,5253.79
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,12,18171.66,4750.83,3436.58
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,43,34378.93,9793.9,8052.88
194 - SIMPLE PNEUMONIA & PLEURISY W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,78,23880.89,6887.05,5476.25
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,22,15300.13,4506.31,3590.31
203 - BRONCHITIS & ASTHMA W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,15,14919.86,3934.66,2674.33
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,15,170095.26,57164.6,48261.26
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,33,51460.27,15473.87,13898.81
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,13,59714.46,20213.3,19260.38
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,13,52146.84,17083.46,16133
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,30,42891.96,13812.53,11426.76
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,17,84599.58,22206.82,21215.52
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,48,56040.68,13771.35,11245.85
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,13,52143.76,12238.69,10133.84
253 - OTHER VASCULAR PROCEDURES W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,14,55826.35,16985.85,16269.57
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,16,33667.68,10442.25,9736.75
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,41,42113.48,13177.92,12355.14
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,16,25064.12,7542,6555.5
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,14,47708,13693.21,12376.07
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,50,21309.54,6967.94,5685.86
291 - HEART FAILURE & SHOCK W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,49,39338.83,10911,10338.02
292 - HEART FAILURE & SHOCK W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,77,22616.37,7043.02,5867.4
293 - HEART FAILURE & SHOCK W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,29,13871.86,4425.72,3728.62
300 - PERIPHERAL VASCULAR DISORDERS W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,14,27322.78,6229.57,5589.57
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,25,29923.44,9225.12,8505.8
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,29,17902.03,5429.72,4461.58
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,17,12475.82,3797.7,2551.58
312 - SYNCOPE & COLLAPSE,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,49,16561.87,4645.3,3559.97
313 - CHEST PAIN,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,52,10316.84,3590.73,2441.36
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,15,105024.4,36328,35351.2
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,19,44611.78,18505.42,17186.42
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,34,22769.94,7956.14,7525.2
377 - G.I. HEMORRHAGE W MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,21,37985.47,11025.38,10332.23
378 - G.I. HEMORRHAGE W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,67,20207.23,6674.61,5603.05
389 - G.I. OBSTRUCTION W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,20,22820.8,6342.6,5500
390 - G.I. OBSTRUCTION W/O CC/MCC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,18,14022.77,4219.55,3086.83
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,19,29233.15,9488.84,6424.26
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,90,18563.56,4725.42,3627.76
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,13,23233.15,6444.53,5494.07
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,EVERGREEN HOSPITAL MEDICAL CENTER,KIRKLAND,98034,WA - Seattle,11,20757.63,6517,5599.54
